date,temperature,dewpoint,humidity,pressure,visibility,windspeed,precipitation,rain,winddirection
2006-11-15,10.0,6.0,78.0,1016,9.0,6,0.0,1,81
2006-11-16,12.0,10.0,89.0,1009,8.0,18,0.0,1,178
2006-11-17,8.0,4.0,75.0,1017,10.0,13,0.0,0,216
2006-11-18,10.0,8.0,87.0,1022,9.0,11,0.0,1,175
2006-11-19,12.0,9.0,82.0,1026,10.0,8,0.0,0,168
2006-11-20,12.0,8.0,78.0,1025,8.0,10,0.0,0,207
2006-11-21,11.0,7.0,74.0,1021,10.0,14,0.0,0,199
2006-11-22,14.0,8.0,67.0,1015,10.0,19,0.0,0,245
2006-11-23,12.0,9.0,83.0,1011,10.0,16,0.0,0,210
2006-11-24,13.0,10.0,81.0,1005,9.0,23,0.0,1,169
2006-11-25,11.0,8.0,86.0,1009,9.0,24,0.0,1,174
2006-11-26,8.0,7.0,90.0,1020,5.0,3,0.0,0,159
2006-11-27,8.0,5.0,86.0,1024,7.0,3,0.0,0,134
2006-11-28,8.0,6.0,87.0,1024,9.0,3,0.0,1,357
2006-11-29,9.0,4.0,74.0,1029,9.0,8,0.0,0,4
2006-11-30,8.0,4.0,82.0,1030,10.0,3,0.0,0,353
2006-12-01,8.0,6.0,85.0,1028,9.0,3,0.0,0,342
2006-12-02,9.0,7.0,88.0,1021,8.0,5,0.0,0,54
2006-12-03,8.0,7.0,87.0,1023,8.0,8,0.0,0,195
2006-12-04,13.0,10.0,82.0,1025,10.0,21,0.0,0,222
2006-12-05,10.0,9.0,84.0,1018,9.0,18,0.0,1,201
2006-12-06,9.0,2.0,63.0,1019,10.0,18,0.0,0,273
2006-12-07,6.0,4.0,86.0,1020,9.0,10,0.0,1,186
2006-12-08,9.0,3.0,67.0,1012,9.0,23,0.0,1,247
2006-12-09,4.0,-1.0,67.0,1021,10.0,13,0.0,0,230
2006-12-10,6.0,-1.0,67.0,1029,10.0,11,0.0,0,9
2006-12-11,3.0,-2.0,74.0,1030,10.0,6,0.0,0,334
2006-12-12,4.0,1.0,76.0,1026,10.0,5,0.0,0,332
2006-12-13,7.0,1.0,73.0,1027,10.0,8,0.0,0,344
2006-12-14,4.0,-1.0,76.0,1028,10.0,3,0.0,0,339
2006-12-15,4.0,-2.0,71.0,1027,10.0,5,0.0,0,348
2006-12-16,3.0,-1.0,79.0,1028,8.0,5,0.0,0,353
2006-12-17,4.0,1.0,84.0,1029,6.0,5,0.0,0,232
2006-12-18,6.0,-1.0,72.0,1024,5.0,5,0.0,0,11
2006-12-19,2.0,-3.0,71.0,1021,10.0,5,0.0,0,68
2006-12-20,3.0,-4.0,63.0,1025,10.0,8,0.0,0,12
2006-12-21,3.0,-4.0,65.0,1029,10.0,6,0.0,0,336
2006-12-22,2.0,-3.0,70.0,1029,10.0,10,0.0,0,355
2006-12-23,4.0,-2.0,70.0,1029,10.0,13,0.0,0,7
2006-12-24,4.0,-3.0,67.0,1030,10.0,6,0.0,0,329
2006-12-25,3.0,-4.0,65.0,1029,10.0,5,0.0,0,341
2006-12-26,4.0,-3.0,68.0,1030,10.0,5,0.0,0,353
2006-12-27,6.0,-2.0,68.0,1031,10.0,5,0.0,0,355
2006-12-28,3.0,-3.0,69.0,1029,10.0,5,0.0,0,341
2006-12-29,3.0,-1.0,77.0,1030,10.0,5,0.0,0,335
2006-12-30,6.0,3.0,81.0,1034,9.0,5,0.0,0,282
2006-12-31,7.0,6.0,88.0,1040,6.0,3,0.0,0,17
2007-01-01,7.0,6.0,91.0,1038,4.0,2,0.0,0,128
2007-01-02,7.0,4.0,82.0,1039,5.0,3,0.0,0,82
2007-01-03,6.0,0.0,77.0,1036,6.0,5,0.0,0,346
2007-01-04,7.0,1.0,77.0,1031,8.0,5,0.0,0,37
2007-01-05,6.0,2.0,80.0,1031,5.0,3,0.0,0,327
2007-01-06,4.0,2.0,83.0,1030,6.0,3,0.0,0,91
2007-01-07,3.0,2.0,90.0,1028,5.0,6,0.0,0,169
2007-01-08,6.0,4.0,90.0,1028,6.0,6,0.0,0,171
2007-01-09,4.0,4.0,88.0,1026,7.0,6,0.0,0,41
2007-01-10,3.0,2.0,94.0,1028,4.0,6,0.0,0,3
2007-01-11,6.0,1.0,82.0,1034,3.0,6,0.0,0,346
2007-01-12,7.0,1.0,70.0,1034,10.0,5,0.0,0,344
2007-01-13,8.0,2.0,78.0,1030,10.0,3,0.0,0,339
2007-01-14,9.0,2.0,72.0,1028,10.0,5,0.0,0,339
2007-01-15,6.0,2.0,77.0,1026,6.0,5,0.0,1,282
2007-01-16,8.0,5.0,86.0,1026,4.0,5,0.0,0,178
2007-01-17,6.0,4.0,85.0,1031,5.0,8,0.0,0,188
2007-01-18,7.0,4.0,86.0,1035,5.0,5,0.0,0,166
2007-01-19,10.0,6.0,85.0,1034,4.0,3,0.0,0,357
2007-01-20,8.0,4.0,86.0,1028,6.0,3,0.0,0,127
2007-01-21,8.0,3.0,83.0,1022,5.0,5,0.0,0,358
2007-01-22,4.0,2.0,83.0,1010,7.0,13,0.0,1,242
2007-01-23,4.0,-3.0,59.0,1012,10.0,13,0.0,0,277
2007-01-24,2.0,-6.0,57.0,1014,10.0,8,0.0,0,290
2007-01-25,2.0,-4.0,62.0,1007,10.0,18,0.0,0,327
2007-01-26,2.0,-9.0,45.0,1014,10.0,27,0.0,0,32
2007-01-27,3.0,-15.0,28.0,1025,10.0,13,0.0,0,26
2007-01-28,0.0,-7.0,56.0,1028,10.0,6,0.0,0,12
2007-01-29,6.0,2.0,74.0,1020,10.0,10,0.0,1,358
2007-01-30,6.0,4.0,85.0,1019,6.0,6,0.0,1,168
2007-01-31,3.0,0.0,82.0,1023,7.0,5,0.0,0,346
2007-02-01,3.0,-1.0,75.0,1026,8.0,3,0.0,0,339
2007-02-02,4.0,1.0,79.0,1025,10.0,6,0.0,0,12
2007-02-03,7.0,4.0,86.0,1023,9.0,6,0.0,1,359
2007-02-04,7.0,4.0,84.0,1023,8.0,5,0.0,0,10
2007-02-05,8.0,6.0,88.0,1020,9.0,3,0.0,1,31
2007-02-06,8.0,5.0,84.0,1012,6.0,3,0.0,0,236
2007-02-07,8.0,3.0,73.0,1009,10.0,16,0.0,0,220
2007-02-08,8.0,7.0,91.0,1007,7.0,10,0.0,1,187
2007-02-09,9.0,2.0,64.0,1013,10.0,23,0.0,1,251
2007-02-10,12.0,5.0,66.0,1019,10.0,24,0.0,0,231
2007-02-11,12.0,9.0,84.0,1021,10.0,23,0.0,0,223
2007-02-12,12.0,4.0,63.0,1018,10.0,27,0.0,1,243
2007-02-13,7.0,4.0,83.0,1021,8.0,6,0.0,0,333
2007-02-14,10.0,6.0,70.0,1018,9.0,16,0.0,0,223
2007-02-15,7.0,1.0,70.0,1023,10.0,5,0.0,0,345
2007-02-16,11.0,2.0,64.0,1011,9.0,13,0.0,1,291
2007-02-17,9.0,3.0,69.0,1013,10.0,18,0.0,1,235
2007-02-18,9.0,2.0,61.0,1016,10.0,18,0.0,0,317
2007-02-19,7.0,2.0,71.0,1015,10.0,10,0.0,0,258
2007-02-20,7.0,4.0,82.0,1010,10.0,6,0.0,1,134
2007-02-21,7.0,2.0,74.0,1015,7.0,8,0.0,0,269
2007-02-22,8.0,4.0,77.0,1016,10.0,11,0.0,0,211
2007-02-23,10.0,7.0,80.0,1017,10.0,19,0.0,1,233
2007-02-24,9.0,5.0,72.0,1021,10.0,14,0.0,0,220
2007-02-25,10.0,4.0,71.0,1020,10.0,16,0.0,1,248
2007-02-26,7.0,0.0,62.0,1025,10.0,5,0.0,0,342
2007-02-27,9.0,3.0,66.0,1027,10.0,6,0.0,0,178
2007-02-28,11.0,7.0,80.0,1022,10.0,8,0.0,0,253
2007-03-01,9.0,5.0,69.0,1021,10.0,14,0.0,0,222
2007-03-02,11.0,6.0,76.0,1023,9.0,13,0.0,0,179
2007-03-03,12.0,8.0,81.0,1024,10.0,8,0.0,0,184
2007-03-04,11.0,4.0,70.0,1020,6.0,11,0.0,0,282
2007-03-05,8.0,-1.0,51.0,1025,10.0,10,0.0,0,204
2007-03-06,8.0,3.0,71.0,1022,9.0,10,0.0,1,191
2007-03-07,11.0,4.0,69.0,1016,10.0,27,0.0,1,261
2007-03-08,8.0,-2.0,52.0,1026,10.0,34,0.0,0,354
2007-03-09,8.0,2.0,64.0,1031,10.0,8,0.0,0,78
2007-03-10,11.0,-6.0,37.0,1033,10.0,13,0.0,0,30
2007-03-11,10.0,-8.0,27.0,1028,10.0,6,0.0,0,159
2007-03-12,7.0,-2.0,54.0,1023,10.0,5,0.0,0,119
2007-03-13,9.0,1.0,60.0,1026,10.0,5,0.0,0,21
2007-03-14,9.0,0.0,52.0,1027,10.0,6,0.0,0,3
2007-03-15,10.0,0.0,54.0,1025,10.0,6,0.0,0,9
2007-03-16,10.0,2.0,58.0,1024,10.0,5,0.0,0,3
2007-03-17,12.0,1.0,50.0,1027,10.0,10,0.0,0,5
2007-03-18,10.0,1.0,54.0,1022,10.0,5,0.0,0,273
2007-03-19,9.0,-2.0,43.0,1011,10.0,26,0.0,0,290
2007-03-20,4.0,-4.0,61.0,1012,10.0,26,0.0,1,332
2007-03-21,4.0,-5.0,54.0,1013,10.0,19,0.0,0,342
2007-03-22,5.0,-7.0,46.0,1019,10.0,18,0.0,0,347
2007-03-23,7.0,-1.0,55.0,1016,10.0,5,0.0,0,343
2007-03-24,8.0,-1.0,56.0,1013,10.0,6,0.0,0,21
2007-03-25,7.0,-1.0,55.0,1010,10.0,8,0.0,0,68
2007-03-26,8.0,1.0,59.0,1010,10.0,6,0.0,0,262
2007-03-27,9.0,6.0,83.0,1011,9.0,10,0.0,1,85
2007-03-28,7.0,2.0,71.0,1012,9.0,6,0.0,0,19
2007-03-29,9.0,2.0,61.0,1017,10.0,14,0.0,0,12
2007-03-30,8.0,1.0,58.0,1017,10.0,8,0.0,0,239
2007-03-31,9.0,4.0,71.0,1011,10.0,16,0.0,1,242
2007-04-01,8.0,3.0,73.0,1009,10.0,8,0.0,1,94
2007-04-02,7.0,4.0,78.0,1012,9.0,6,0.0,1,149
2007-04-03,7.0,2.0,74.0,1014,7.0,6,0.0,0,262
2007-04-04,8.0,2.0,73.0,1011,9.0,10,0.0,1,11
2007-04-05,4.0,-3.0,58.0,1012,10.0,13,0.0,0,42
2007-04-06,10.0,4.0,76.0,1015,10.0,16,0.0,1,41
2007-04-07,8.0,4.0,81.0,1017,9.0,8,0.0,1,72
2007-04-08,9.0,4.0,76.0,1019,10.0,6,0.0,0,355
2007-04-09,10.0,6.0,76.0,1017,10.0,8,0.0,1,358
2007-04-10,13.0,8.0,75.0,1018,10.0,3,0.0,0,61
2007-04-11,13.0,7.0,72.0,1017,10.0,5,0.0,0,116
2007-04-12,12.0,8.0,79.0,1014,10.0,6,0.0,1,4
2007-04-13,13.0,8.0,76.0,1014,10.0,6,0.0,1,29
2007-04-14,12.0,7.0,71.0,1019,10.0,6,0.0,0,37
2007-04-15,13.0,7.0,67.0,1020,10.0,6,0.0,0,19
2007-04-16,14.0,7.0,67.0,1020,10.0,8,0.0,1,27
2007-04-17,14.0,8.0,73.0,1019,10.0,6,0.0,1,8
2007-04-18,13.0,7.0,65.0,1017,10.0,5,0.0,1,47
2007-04-19,16.0,5.0,53.0,1016,10.0,5,0.0,0,155
2007-04-20,16.0,7.0,61.0,1015,10.0,6,0.0,1,351
2007-04-21,14.0,7.0,58.0,1017,10.0,6,0.0,0,74
2007-04-22,14.0,6.0,57.0,1020,10.0,8,0.0,0,87
2007-04-23,16.0,7.0,56.0,1023,10.0,3,0.0,0,358
2007-04-24,17.0,5.0,49.0,1020,10.0,6,0.0,0,233
2007-04-25,13.0,9.0,76.0,1014,9.0,6,0.0,1,130
2007-04-26,11.0,9.0,86.0,1013,9.0,6,0.0,1,170
2007-04-27,13.0,8.0,79.0,1016,10.0,6,0.0,1,45
2007-04-28,12.0,7.0,77.0,1017,10.0,6,0.0,1,352
2007-04-29,13.0,8.0,74.0,1016,10.0,5,0.0,0,26
2007-04-30,12.0,7.0,73.0,1012,10.0,11,0.0,1,243
2007-05-01,10.0,1.0,55.0,1011,10.0,16,0.0,0,263
2007-05-02,10.0,7.0,82.0,1008,10.0,13,0.0,1,161
2007-05-03,12.0,7.0,77.0,1008,10.0,6,0.0,1,138
2007-05-04,13.0,5.0,64.0,1011,10.0,10,0.0,0,352
2007-05-05,12.0,3.0,57.0,1017,10.0,14,0.0,0,360
2007-05-06,14.0,3.0,49.0,1022,10.0,16,0.0,0,7
2007-05-07,16.0,4.0,48.0,1026,10.0,8,0.0,0,11
2007-05-08,17.0,4.0,45.0,1028,10.0,5,0.0,0,251
2007-05-09,18.0,5.0,45.0,1027,10.0,6,0.0,0,276
2007-05-10,18.0,7.0,48.0,1022,10.0,10,0.0,0,259
2007-05-11,17.0,3.0,41.0,1019,10.0,11,0.0,0,213
2007-05-12,16.0,6.0,50.0,1017,10.0,8,0.0,0,194
2007-05-13,17.0,6.0,48.0,1014,10.0,18,0.0,0,213
2007-05-14,13.0,1.0,43.0,1019,10.0,19,0.0,0,294
2007-05-15,13.0,2.0,49.0,1024,10.0,6,0.0,0,23
2007-05-16,17.0,3.0,42.0,1023,10.0,6,0.0,0,11
2007-05-17,18.0,8.0,51.0,1023,10.0,10,0.0,0,19
2007-05-18,22.0,11.0,49.0,1017,10.0,10,0.0,0,13
2007-05-19,23.0,11.0,50.0,1011,10.0,8,0.0,0,353
2007-05-20,19.0,11.0,67.0,1009,10.0,10,0.0,1,342
2007-05-21,17.0,11.0,70.0,1011,10.0,8,0.0,0,139
2007-05-22,18.0,12.0,69.0,1013,10.0,10,0.0,1,57
2007-05-23,16.0,13.0,84.0,1015,10.0,10,0.0,1,32
2007-05-24,13.0,11.0,88.0,1013,9.0,8,0.0,1,11
2007-05-25,11.0,10.0,91.0,1012,8.0,5,0.0,1,275
2007-05-26,13.0,10.0,82.0,1010,8.0,6,0.0,1,203
2007-05-27,16.0,8.0,65.0,1011,10.0,11,0.0,0,270
2007-05-28,13.0,2.0,48.0,1015,10.0,14,0.0,0,321
2007-05-29,14.0,5.0,52.0,1017,10.0,8,0.0,0,251
2007-05-30,17.0,8.0,56.0,1015,10.0,13,0.0,0,253
2007-05-31,17.0,6.0,48.0,1016,10.0,21,0.0,0,270
2007-06-01,16.0,4.0,48.0,1021,10.0,11,0.0,0,22
2007-06-02,17.0,7.0,49.0,1023,10.0,14,0.0,0,5
2007-06-03,19.0,7.0,49.0,1019,10.0,8,0.0,0,27
2007-06-04,20.0,7.0,47.0,1017,10.0,11,0.0,0,352
2007-06-05,17.0,7.0,51.0,1014,10.0,13,0.0,0,27
2007-06-06,18.0,7.0,48.0,1012,10.0,6,0.0,0,22
2007-06-07,20.0,8.0,47.0,1013,10.0,6,0.0,0,2
2007-06-08,22.0,11.0,50.0,1017,10.0,6,0.0,0,275
2007-06-09,23.0,12.0,52.0,1016,10.0,8,0.0,1,166
2007-06-10,19.0,11.0,61.0,1017,9.0,11,0.0,1,231
2007-06-11,18.0,8.0,52.0,1017,10.0,8,0.0,0,16
2007-06-12,20.0,9.0,50.0,1014,10.0,8,0.0,0,260
2007-06-13,19.0,8.0,47.0,1011,10.0,14,0.0,0,243
2007-06-14,18.0,11.0,64.0,1011,10.0,19,0.0,1,207
2007-06-15,19.0,11.0,65.0,1014,10.0,18,0.0,0,227
2007-06-16,18.0,15.0,84.0,1014,10.0,14,0.0,1,201
2007-06-17,18.0,14.0,80.0,1013,10.0,13,0.0,1,203
2007-06-18,19.0,13.0,68.0,1013,10.0,5,0.0,0,209
2007-06-19,19.0,10.0,58.0,1013,10.0,10,0.0,0,228
2007-06-20,17.0,9.0,61.0,1017,10.0,13,0.0,0,213
2007-06-21,17.0,6.0,51.0,1019,10.0,6,0.0,0,291
2007-06-22,17.0,4.0,45.0,1019,10.0,5,0.0,0,326
2007-06-23,21.0,6.0,41.0,1017,10.0,8,0.0,0,320
2007-06-24,23.0,10.0,46.0,1015,10.0,10,0.0,0,211
2007-06-25,22.0,8.0,40.0,1015,10.0,14,0.0,0,261
2007-06-26,20.0,6.0,40.0,1016,10.0,11,0.0,0,1
2007-06-27,20.0,5.0,38.0,1015,10.0,10,0.0,0,20
2007-06-28,22.0,7.0,40.0,1016,10.0,10,0.0,0,278
2007-06-29,22.0,3.0,31.0,1018,10.0,10,0.0,0,228
2007-06-30,23.0,4.0,30.0,1017,10.0,10,0.0,0,291
2007-07-01,21.0,7.0,37.0,1014,10.0,11,0.0,0,285
2007-07-02,21.0,6.0,39.0,1016,10.0,8,0.0,0,215
2007-07-03,22.0,9.0,42.0,1017,10.0,13,0.0,0,296
2007-07-04,24.0,9.0,43.0,1019,10.0,18,0.0,0,11
2007-07-05,22.0,1.0,29.0,1023,10.0,14,0.0,0,36
2007-07-06,24.0,6.0,31.0,1020,10.0,8,0.0,0,1
2007-07-07,27.0,8.0,31.0,1017,10.0,8,0.0,0,136
2007-07-08,26.0,8.0,37.0,1017,10.0,10,0.0,0,288
2007-07-09,21.0,6.0,40.0,1020,10.0,13,0.0,0,19
2007-07-10,20.0,4.0,36.0,1023,10.0,11,0.0,0,23
2007-07-11,22.0,7.0,37.0,1021,10.0,5,0.0,0,32
2007-07-12,24.0,8.0,35.0,1020,10.0,10,0.0,0,350
2007-07-13,26.0,8.0,34.0,1017,10.0,8,0.0,0,207
2007-07-14,27.0,7.0,30.0,1016,10.0,11,0.0,0,150
2007-07-15,26.0,7.0,33.0,1015,10.0,14,0.0,0,177
2007-07-16,23.0,7.0,37.0,1016,10.0,16,0.0,0,219
2007-07-17,23.0,8.0,40.0,1018,10.0,10,0.0,0,265
2007-07-18,23.0,4.0,30.0,1017,10.0,11,0.0,0,269
2007-07-19,21.0,2.0,27.0,1016,10.0,14,0.0,0,237
2007-07-20,21.0,3.0,32.0,1016,10.0,10,0.0,0,358
2007-07-21,21.0,4.0,32.0,1015,10.0,10,0.0,0,258
2007-07-22,22.0,4.0,34.0,1015,10.0,11,0.0,0,246
2007-07-23,22.0,8.0,40.0,1011,10.0,18,0.0,0,219
2007-07-24,22.0,4.0,32.0,1016,10.0,10,0.0,0,3
2007-07-25,23.0,4.0,32.0,1017,10.0,6,0.0,0,245
2007-07-26,25.0,3.0,25.0,1017,10.0,8,0.0,0,264
2007-07-27,26.0,3.0,23.0,1018,10.0,6,0.0,0,271
2007-07-28,28.0,5.0,23.0,1020,10.0,6,0.0,0,359
2007-07-29,28.0,9.0,30.0,1020,10.0,14,0.0,0,5
2007-07-30,28.0,3.0,22.0,1017,10.0,11,0.0,0,340
2007-07-31,27.0,4.0,25.0,1015,10.0,11,0.0,0,262
2007-08-01,29.0,2.0,19.0,1013,10.0,13,0.0,0,202
2007-08-02,24.0,4.0,27.0,1015,10.0,8,0.0,0,320
2007-08-03,27.0,7.0,31.0,1019,10.0,11,0.0,0,344
2007-08-04,28.0,6.0,28.0,1020,10.0,5,0.0,0,246
2007-08-05,28.0,8.0,31.0,1016,10.0,10,0.0,1,349
2007-08-06,24.0,13.0,54.0,1013,10.0,14,0.0,1,222
2007-08-07,23.0,11.0,49.0,1013,10.0,10,0.0,0,5
2007-08-08,21.0,5.0,39.0,1016,10.0,16,0.0,0,39
2007-08-09,22.0,3.0,31.0,1016,10.0,10,0.0,0,357
2007-08-10,23.0,3.0,28.0,1015,10.0,10,0.0,0,332
2007-08-11,22.0,1.0,23.0,1013,10.0,8,0.0,0,257
2007-08-12,22.0,3.0,28.0,1012,10.0,8,0.0,0,218
2007-08-13,23.0,7.0,38.0,1014,10.0,10,0.0,0,226
2007-08-14,23.0,6.0,31.0,1016,10.0,13,0.0,0,208
2007-08-15,23.0,7.0,35.0,1014,10.0,13,0.0,0,229
2007-08-16,22.0,7.0,39.0,1017,10.0,10,0.0,0,11
2007-08-17,22.0,8.0,43.0,1020,10.0,16,0.0,0,358
2007-08-18,24.0,6.0,32.0,1017,10.0,8,0.0,0,321
2007-08-19,22.0,2.0,27.0,1015,10.0,8,0.0,0,18
2007-08-20,20.0,4.0,37.0,1015,10.0,14,0.0,0,31
2007-08-21,19.0,3.0,35.0,1012,10.0,18,0.0,0,8
2007-08-22,16.0,4.0,44.0,1015,10.0,13,0.0,0,8
2007-08-23,18.0,7.0,47.0,1017,10.0,11,0.0,0,37
2007-08-24,20.0,10.0,58.0,1019,10.0,13,0.0,1,22
2007-08-25,22.0,13.0,66.0,1019,10.0,11,0.0,1,29
2007-08-26,26.0,12.0,49.0,1020,10.0,21,0.0,1,116
2007-08-27,27.0,8.0,35.0,1019,10.0,13,0.0,0,52
2007-08-28,27.0,9.0,33.0,1015,10.0,6,0.0,0,263
2007-08-29,23.0,7.0,35.0,1012,10.0,13,0.0,0,203
2007-08-30,21.0,6.0,41.0,1017,10.0,13,0.0,0,32
2007-08-31,19.0,2.0,34.0,1021,10.0,14,0.0,0,35
2007-09-01,21.0,6.0,37.0,1020,10.0,8,0.0,0,9
2007-09-02,23.0,6.0,35.0,1019,10.0,6,0.0,0,10
2007-09-03,24.0,6.0,31.0,1017,10.0,6,0.0,0,358
2007-09-04,22.0,4.0,32.0,1019,10.0,11,0.0,0,34
2007-09-05,22.0,2.0,29.0,1020,10.0,11,0.0,0,30
2007-09-06,22.0,7.0,38.0,1021,10.0,6,0.0,0,78
2007-09-07,23.0,2.0,25.0,1020,10.0,10,0.0,0,14
2007-09-08,22.0,5.0,34.0,1018,10.0,8,0.0,0,310
2007-09-09,22.0,7.0,37.0,1017,10.0,5,0.0,0,244
2007-09-10,23.0,7.0,37.0,1017,10.0,10,0.0,1,171
2007-09-11,22.0,7.0,40.0,1018,10.0,5,0.0,0,29
2007-09-12,21.0,7.0,42.0,1017,9.0,6,0.0,1,137
2007-09-13,21.0,12.0,57.0,1018,10.0,6,0.0,0,161
2007-09-14,19.0,13.0,65.0,1020,10.0,6,0.0,0,108
2007-09-15,20.0,11.0,59.0,1022,10.0,5,0.0,0,50
2007-09-16,20.0,11.0,53.0,1020,10.0,6,0.0,0,157
2007-09-17,20.0,10.0,53.0,1017,10.0,8,0.0,0,250
2007-09-18,20.0,8.0,49.0,1018,10.0,8,0.0,0,35
2007-09-19,20.0,7.0,46.0,1021,10.0,13,0.0,0,13
2007-09-20,20.0,9.0,51.0,1022,10.0,8,0.0,0,95
2007-09-21,20.0,13.0,64.0,1021,10.0,6,0.0,1,122
2007-09-22,19.0,12.0,67.0,1021,10.0,6,0.0,1,344
2007-09-23,20.0,12.0,62.0,1022,10.0,8,0.0,0,325
2007-09-24,20.0,9.0,54.0,1021,10.0,6,0.0,0,301
2007-09-25,19.0,7.0,48.0,1018,10.0,6,0.0,0,336
2007-09-26,16.0,2.0,44.0,1019,10.0,16,0.0,0,40
2007-09-27,13.0,1.0,44.0,1015,10.0,10,0.0,0,33
2007-09-28,13.0,-1.0,42.0,1014,10.0,8,0.0,0,326
2007-09-29,14.0,7.0,54.0,1016,10.0,10,0.0,0,269
2007-09-30,17.0,9.0,65.0,1020,10.0,6,0.0,0,212
2007-10-01,18.0,12.0,71.0,1021,10.0,8,0.0,1,180
2007-10-02,17.0,13.0,76.0,1019,10.0,6,0.0,1,329
2007-10-03,17.0,13.0,87.0,1014,8.0,10,0.0,1,181
2007-10-04,16.0,11.0,80.0,1018,9.0,3,0.0,0,29
2007-10-05,16.0,12.0,79.0,1019,9.0,3,0.0,0,142
2007-10-06,16.0,10.0,69.0,1020,10.0,5,0.0,0,248
2007-10-07,17.0,10.0,68.0,1021,10.0,3,0.0,0,308
2007-10-08,18.0,9.0,63.0,1023,10.0,5,0.0,0,23
2007-10-09,17.0,6.0,53.0,1026,10.0,13,0.0,0,34
2007-10-10,14.0,7.0,61.0,1023,10.0,8,0.0,0,346
2007-10-11,14.0,4.0,51.0,1020,10.0,18,0.0,0,25
2007-10-12,16.0,5.0,54.0,1020,10.0,10,0.0,0,11
2007-10-13,13.0,5.0,60.0,1020,10.0,6,0.0,0,323
2007-10-14,13.0,6.0,62.0,1019,10.0,6,0.0,0,327
2007-10-15,13.0,7.0,63.0,1020,10.0,6,0.0,0,11
2007-10-16,16.0,8.0,65.0,1020,10.0,5,0.0,0,10
2007-10-17,16.0,7.0,61.0,1021,10.0,5,0.0,0,346
2007-10-18,14.0,6.0,57.0,1023,10.0,8,0.0,0,30
2007-10-19,14.0,6.0,61.0,1024,10.0,5,0.0,0,357
2007-10-20,14.0,3.0,53.0,1022,10.0,5,0.0,0,343
2007-10-21,12.0,0.0,46.0,1022,10.0,6,0.0,0,273
2007-10-22,12.0,2.0,56.0,1019,10.0,5,0.0,0,297
2007-10-23,13.0,7.0,66.0,1016,10.0,3,0.0,1,71
2007-10-24,13.0,10.0,85.0,1012,9.0,3,0.0,1,277
2007-10-25,11.0,2.0,58.0,1013,10.0,8,0.0,0,14
2007-10-26,9.0,2.0,61.0,1017,10.0,6,0.0,0,18
2007-10-27,9.0,1.0,58.0,1023,10.0,10,0.0,0,26
2007-10-28,12.0,3.0,58.0,1024,10.0,6,0.0,0,327
2007-10-29,12.0,3.0,60.0,1020,10.0,8,0.0,0,354
2007-10-30,11.0,2.0,54.0,1021,10.0,19,0.0,0,2
2007-10-31,12.0,-1.0,48.0,1021,10.0,14,0.0,0,17
2007-11-01,10.0,-2.0,47.0,1025,10.0,8,0.0,0,353
2007-11-02,10.0,-2.0,50.0,1025,10.0,6,0.0,0,4
2007-11-03,10.0,1.0,58.0,1024,10.0,5,0.0,0,350
2007-11-04,10.0,1.0,59.0,1021,10.0,5,0.0,0,315
2007-11-05,11.0,1.0,59.0,1023,10.0,5,0.0,0,345
2007-11-06,11.0,-2.0,49.0,1027,10.0,5,0.0,0,355
2007-11-07,10.0,-2.0,48.0,1028,10.0,6,0.0,0,331
2007-11-08,9.0,0.0,60.0,1025,9.0,5,0.0,0,1
2007-11-09,9.0,-1.0,57.0,1024,10.0,6,0.0,0,16
2007-11-10,9.0,-4.0,47.0,1027,10.0,6,0.0,0,341
2007-11-11,8.0,-7.0,45.0,1025,10.0,6,0.0,0,324
2007-11-12,9.0,-6.0,41.0,1020,10.0,5,0.0,0,333
2007-11-13,11.0,-5.0,38.0,1019,10.0,3,0.0,0,353
2007-11-14,7.0,-2.0,55.0,1017,10.0,11,0.0,0,36
2007-11-15,9.0,-1.0,52.0,1017,10.0,21,0.0,0,4
2007-11-16,3.0,-12.0,44.0,1020,10.0,6,0.0,0,16
2007-11-17,2.0,-14.0,36.0,1021,10.0,5,0.0,0,360
2007-11-18,2.0,-12.0,40.0,1015,10.0,5,0.0,0,25
2007-11-19,0.0,-5.0,68.0,1009,10.0,6,0.0,1,348
2007-11-20,8.0,9.0,93.0,1003,7.0,14,0.0,1,179
2007-11-21,7.0,4.0,83.0,1010,10.0,11,0.0,0,208
2007-11-22,6.0,2.0,83.0,1009,9.0,6,0.0,1,344
2007-11-23,6.0,1.0,73.0,1014,10.0,6,0.0,0,26
2007-11-24,5.0,-1.0,66.0,1019,10.0,10,0.0,0,47
2007-11-25,6.0,-4.0,55.0,1022,10.0,11,0.0,0,21
2007-11-26,8.0,1.0,65.0,1021,10.0,8,0.0,0,10
2007-11-27,7.0,-1.0,62.0,1020,10.0,8,0.0,0,14
2007-11-28,4.0,-1.0,68.0,1018,10.0,8,0.0,0,342
2007-11-29,3.0,-1.0,77.0,1017,8.0,5,0.0,0,3
2007-11-30,4.0,-1.0,76.0,1019,9.0,5,0.0,0,330
2007-12-01,3.0,1.0,83.0,1021,6.0,5,0.0,1,350
2007-12-02,6.0,3.0,86.0,1025,6.0,5,0.0,0,298
2007-12-03,7.0,3.0,87.0,1024,4.0,5,0.0,0,257
2007-12-04,8.0,3.0,79.0,1026,4.0,5,0.0,0,331
2007-12-05,6.0,2.0,84.0,1028,6.0,5,0.0,0,350
